# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size200_cover10.faa.out.hmmsearch.tab
# list_file=oxli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in oxli.txt = 53

	PF00067	PF00115	PF00116	PF00117	PF00120	PF00142	PF00148	PF00173	PF00174	PF00175	PF00194	PF00208	PF00310	PF00384	PF00441	PF00484	PF00696	PF00795	PF00970	PF00988	PF01077	PF01493	PF01568	PF01645	PF02142	PF02239	PF02335	PF02461	PF02560	PF02665	PF02771	PF02786	PF02787	PF02812	PF03060	PF03063	PF03069	PF03139	PF03404	PF03460	PF03951	PF04324	PF04879	PF04898	PF05088	PF07732	PF07992	PF11844	PF13247	PF13442	PF13447	PF13806	PF14691	PF14710	PF14711
Archaeoglobus profundus DSM 5631	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
Acidaminococcus fermentans DSM 20731	0	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Haloterrigena turkmenica DSM 5511	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0
Geodermatophilus obscurus DSM 43160	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Mycoplasma gallisepticum str. R(high)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pantoea ananatis LMG 20103	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0
Allochromatium vinosum DSM 180	0	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
Ferroglobus placidus DSM 10642	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	0	0	1
Methanocaldococcus sp. FS406-22	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0
Thioalkalivibrio sp. K90mix	0	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0
Enterobacter cloacae subsp. cloacae ATCC 13047	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1
Thermocrinis albus DSM 14484	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0
Natrialba magadii ATCC 43099	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0
Thermoanaerobacter italicus Ab9	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0
Aciduliprofundum boonei T469	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0
Haloferax volcanii DS2	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0
Sideroxydans lithotrophicus ES-1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
Denitrovibrio acetiphilus DSM 12809	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1
Bacillus megaterium DSM 319	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	0
Mycoplasma crocodyli MP145	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Methanohalophilus mahii DSM 5219	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0
Aminobacterium colombiense DSM 12261	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Coraliomargarita akajimensis DSM 45221	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0
Prevotella ruminicola 23	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Desulfotalea psychrophila LSv54	0	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0
Aromatoleum aromaticum EbN1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1
Ehrlichia ruminantium str. Welgevonden	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Chlamydia abortus S26/3	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Natronomonas pharaonis DSM 2160	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0
Lactobacillus sakei subsp. sakei 23K	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pseudoalteromonas haloplanktis TAC125	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0
Pseudomonas entomophila L48	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Herminiimonas arsenicoxydans	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1
Bradyrhizobium sp. ORS 278	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
Erwinia tasmaniensis Et1/99	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	0
Candidatus Phytoplasma mali	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Escherichia fergusonii ATCC 35469	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Leuconostoc citreum KM20	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Mycobacterium leprae Br4923	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0
Citrobacter rodentium ICC168	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1
Listeria seeligeri serovar 1/2b str. SLCC3954	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Streptococcus mitis B6	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Streptococcus gallolyticus UCN34	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0
Erwinia amylovora ATCC 49946	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0
Xenorhabdus bovienii SS-2004	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0
Erwinia pyrifoliae Ep1/96	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0
Mycoplasma genitalium G37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mycoplasma pneumoniae M129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Candidatus Blochmannia floridanus	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Bartonella quintana str. Toulouse	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Bartonella henselae str. Houston-1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Acinetobacter sp. ADP1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0
Chromohalobacter salexigens DSM 3043	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1
Lawsonia intracellularis PHE/MN1-00	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0
Frankia alni ACN14a	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0
Listeria welshimeri serovar 6b str. SLCC5334	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
Gramella forsetii KT0803	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0
Azoarcus sp. BH72	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
Saccharopolyspora erythraea NRRL 2338	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Methanocella arvoryzae MRE50	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0
Synechococcus sp. WH 7803	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0
Synechococcus sp. RCC307	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0
Orientia tsutsugamushi str. Boryong	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Mycoplasma agalactiae PG2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Flavobacterium psychrophilum JIP02/86	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Sorangium cellulosum So ce56	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
Bordetella petrii	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1
Mycobacterium abscessus	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Clavibacter michiganensis subsp. sepedonicus	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0
Candidatus Phytoplasma australiense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Corynebacterium urealyticum DSM 7109	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0
Proteus mirabilis HI4320	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1
Bordetella avium 197N	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0
Stenotrophomonas maltophilia K279a	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Mycoplasma hominis ATCC 23114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Xanthomonas albilineans GPE PC73	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0
Buchnera aphidicola BCc	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Sphingobium japonicum UT26S	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
Streptomyces scabiei 87.22	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Shewanella violacea DSS12	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0
Vibrio tasmaniensis LGP32	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0
Methanocaldococcus jannaschii DSM 2661	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
Legionella longbeachae NSW150	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0
Helicobacter mustelae 12198	0	1	0	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0
Agrobacterium fabrum str. C58	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Planctopirus limnophila DSM 3776	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0
Meiothermus silvanus DSM 9946	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	1
Thermosphaera aggregans DSM 11486	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Desulfurivibrio alkaliphilus AHT 2	0	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0
Tsukamurella paurometabola DSM 20162	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Arcobacter nitrofigilis DSM 7299	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0
Moraxella catarrhalis BBH18	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1
Caulobacter segnis ATCC 21756	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0
Methanocaldococcus infernus ME	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
Arcanobacterium haemolyticum DSM 20595	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0
Streptomyces bingchenggensis BCW-1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1
Syntrophothermus lipocalidus DSM 12680	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0
Truepera radiovictrix DSM 17093	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	0
Staphylothermus hellenicus DSM 12710	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
Leuconostoc kimchii IMSNU 11154	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Thiomonas intermedia K12	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1
Thermobispora bispora DSM 43833	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
Waddlia chondrophila WSU 86-1044	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
Segniliparus rotundus DSM 44985	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0
