# dom_assign_file=gen_genF/genomes_refseq_nr_22122016_size250_cover10.faa.out.hmmsearch.tab
# list_file=Feli.txt
# RefSeq_file=assembly_refseq.nr2016.txt
# PSEUDOCOUNT=0.8

# number of taxa in Feli.txt = 32

	PF00032	PF00033	PF00034	PF00115	PF00116	PF00355	PF00378	PF00465	PF00501	PF00510	PF00550	PF00668	PF01106	PF01154	PF01521	PF01592	PF01794	PF02167	PF02421	PF02535	PF03169	PF03264	PF07664	PF07670	PF08022	PF08030	PF08540	PF09699	PF10399	PF11854	PF13434	PF13523	PF14522
Thermocrinis albus DSM 14484	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0
Natrialba magadii ATCC 43099	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0
Thermoanaerobacter italicus Ab9	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Aciduliprofundum boonei T469	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Haloferax volcanii DS2	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0
Sideroxydans lithotrophicus ES-1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1
Denitrovibrio acetiphilus DSM 12809	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Bacillus megaterium DSM 319	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Mycoplasma crocodyli MP145	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Methanohalophilus mahii DSM 5219	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1
Aminobacterium colombiense DSM 12261	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0
Coraliomargarita akajimensis DSM 45221	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Prevotella ruminicola 23	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Desulfotalea psychrophila LSv54	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1
Aromatoleum aromaticum EbN1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1
Ehrlichia ruminantium str. Welgevonden	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Chlamydia abortus S26/3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronomonas pharaonis DSM 2160	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0
Lactobacillus sakei subsp. sakei 23K	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0
Pseudoalteromonas haloplanktis TAC125	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0
Pseudomonas entomophila L48	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0
Herminiimonas arsenicoxydans	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0
Bradyrhizobium sp. ORS 278	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	0
Erwinia tasmaniensis Et1/99	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1
Candidatus Phytoplasma mali	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Escherichia fergusonii ATCC 35469	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Leuconostoc citreum KM20	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Mycobacterium leprae Br4923	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Citrobacter rodentium ICC168	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Listeria seeligeri serovar 1/2b str. SLCC3954	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Streptococcus mitis B6	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Streptococcus gallolyticus UCN34	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0
Erwinia amylovora ATCC 49946	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1
Xenorhabdus bovienii SS-2004	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1
Erwinia pyrifoliae Ep1/96	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1
Mycoplasma genitalium G37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mycoplasma pneumoniae M129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Candidatus Blochmannia floridanus	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Bartonella quintana str. Toulouse	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bartonella henselae str. Houston-1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Acinetobacter sp. ADP1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Chromohalobacter salexigens DSM 3043	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	0
Lawsonia intracellularis PHE/MN1-00	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	1
Frankia alni ACN14a	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
Listeria welshimeri serovar 6b str. SLCC5334	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Gramella forsetii KT0803	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1
Azoarcus sp. BH72	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1
Saccharopolyspora erythraea NRRL 2338	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	0
Methanocella arvoryzae MRE50	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0
Clavibacter michiganensis subsp. michiganensis NCPPB 382	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Synechococcus sp. WH 7803	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcus sp. RCC307	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Orientia tsutsugamushi str. Boryong	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Mycoplasma agalactiae PG2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Flavobacterium psychrophilum JIP02/86	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1
Sorangium cellulosum So ce56	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1
Bordetella petrii	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1
Mycobacterium abscessus	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Clavibacter michiganensis subsp. sepedonicus	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Candidatus Phytoplasma australiense	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Corynebacterium urealyticum DSM 7109	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Proteus mirabilis HI4320	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	1	1
Bordetella avium 197N	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0
Stenotrophomonas maltophilia K279a	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0
Mycoplasma hominis ATCC 23114	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Xanthomonas albilineans GPE PC73	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0
Buchnera aphidicola BCc	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sphingobium japonicum UT26S	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1
Streptomyces scabiei 87.22	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0
Shewanella violacea DSS12	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1
Vibrio tasmaniensis LGP32	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1
Methanocaldococcus jannaschii DSM 2661	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0
Legionella longbeachae NSW150	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0
Helicobacter mustelae 12198	1	1	1	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1
Agrobacterium fabrum str. C58	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1
Planctopirus limnophila DSM 3776	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1
Meiothermus silvanus DSM 9946	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1
Thermosphaera aggregans DSM 11486	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0
Desulfurivibrio alkaliphilus AHT 2	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1
Tsukamurella paurometabola DSM 20162	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0
Arcobacter nitrofigilis DSM 7299	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1
Moraxella catarrhalis BBH18	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Caulobacter segnis ATCC 21756	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	1	0
Methanocaldococcus infernus ME	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Arcanobacterium haemolyticum DSM 20595	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	1
Streptomyces bingchenggensis BCW-1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0
Syntrophothermus lipocalidus DSM 12680	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0
Truepera radiovictrix DSM 17093	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1
Staphylothermus hellenicus DSM 12710	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0
Leuconostoc kimchii IMSNU 11154	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0
Thiomonas intermedia K12	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1
Thermobispora bispora DSM 43833	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0
Waddlia chondrophila WSU 86-1044	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1
Segniliparus rotundus DSM 44985	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
Brachyspira murdochii DSM 12563	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Cellulomonas flavigena DSM 20109	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Burkholderia sp. CCGE1002	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	0
Kyrpidia tusciae DSM 2912	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Starkeya novella DSM 506	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1
Thermincola potens JR	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1
Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0
Methylotenera versatilis 301	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	0	1
Candidatus Riesia pediculicola USDA	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
[Bacillus] selenitireducens MLS10	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Comamonas testosteroni CNB-2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1
Blattabacterium sp. (Periplaneta americana) str. BPLAN	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1
Nitrosococcus watsonii C-113	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1
Hyphomicrobium denitrificans ATCC 51888	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0
Dehalogenimonas lykanthroporepellens BL-DC-9	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1
Herbaspirillum seropedicae SmR1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0
Clostridium ljungdahlii DSM 13528	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Corynebacterium pseudotuberculosis FRC41	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1
Brachyspira pilosicoli 95/1000	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Olsenella uli DSM 7084	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Gordonia sp. KTR9	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0
Desulfarculus baarsii DSM 2075	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	1
Sediminispirochaeta smaragdinae DSM 11293	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Prevotella melaninogenica ATCC 25845	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1
Brevundimonas subvibrioides ATCC 15264	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0
[Clostridium] saccharolyticum WM1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Thermosediminibacter oceani DSM 16646	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Acetohalobium arabaticum DSM 5501	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0
Acidilobus saccharovorans 345-15	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Butyrivibrio proteoclasticus B316	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Caldicellulosiruptor obsidiansis OB47	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Micromonospora aurantiaca ATCC 27029	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0
Gallionella capsiferriformans ES-2	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1
Clostridium cellulovorans 743B	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0
Methanothermobacter marburgensis str. Marburg	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Thermoanaerobacterium thermosaccharolyticum DSM 571	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0
Mycoplasma hyorhinis HUB-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Candidatus Cloacimonas acidaminovorans str. Evry	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Shewanella oneidensis MR-1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1
[Eubacterium] eligens ATCC 27750	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Bacillus subtilis subsp. spizizenii str. W23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0
Paenibacillus polymyxa E681	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0
Dickeya dadantii 3937	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Spirochaeta thermophila DSM 6192	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Cyanothece sp. PCC 7822	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0
Sulfurimonas autotrophica DSM 16294	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1
Thermoanaerobacter wiegelii Rt8.B1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Mesotoga prima MesG1.Ag.4.2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Streptomyces violaceusniger Tu 4113	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0
Sphingobium chlorophenolicum L-1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	0	1	0	1
Methanolacinia petrolearia DSM 11571	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0
Vulcanisaeta distributa DSM 14429	1	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Mycoplasma fermentans JER	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Ferrimonas balearica DSM 9799	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1
Burkholderia sp. CCGE1003	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0
Pantoea vagans C9-1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1
Thermococcus barophilus MP	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0
Thermococcus sp. AM4	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	1	1	0
Eubacterium limosum KIST612	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0
Ferroplasma acidarmanus fer1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
Parvularcula bermudensis HTCC2503	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
Dokdonia sp. MED134	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1
Polaribacter sp. MED152	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1
Maribacter sp. HTCC2170	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	1
Psychromonas sp. CNPT3	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1
Psychroflexus torquis ATCC 700755	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1
Phaeobacter inhibens 2.10	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Roseobacter litoralis Och 149	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1
Octadecabacter antarcticus 307	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
